UserId,ContinentId,RegionId,CountryId,CityId,UserContinent,UserRegion,UserCountry,UserCity
823,3,14,106,3551,Asia,South East Asia,Singapore,Singapore
824,5,21,163,9116,Europe,Western Europe,United Kingdom,Woodhouse Eaves
830,4,15,109,5180,Australia & Oceania,Australia,Australia,Surfers Paradise
835,2,8,48,365,America,Northern America,Canada,Delta
839,3,13,94,2932,Asia,South Asia,Maldives,Kandoomaafushi Island
841,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
842,2,8,51,698,America,Northern America,United States,Austin
843,5,21,163,426,Europe,Western Europe,United Kingdom,London
844,5,21,163,8909,Europe,Western Europe,United Kingdom,Staines
845,4,15,109,3915,Australia & Oceania,Australia,Australia,Brisbane
849,3,14,101,3236,Asia,South East Asia,Indonesia,Serpong
850,4,15,109,5267,Australia & Oceania,Australia,Australia,Townsville
851,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
857,5,21,160,7611,Europe,Western Europe,Ireland,Limerick
858,3,14,101,3013,Asia,South East Asia,Indonesia,Bali
864,5,21,163,999,Europe,Western Europe,United Kingdom,Elgin
865,2,8,51,1156,America,Northern America,United States,Hartford
868,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
870,4,15,109,3687,Australia & Oceania,Australia,Australia,Adelaide
873,4,15,109,4715,Australia & Oceania,Australia,Australia,Moe
874,2,8,48,554,America,Northern America,Canada,Vancouver
877,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
878,4,15,109,4545,Australia & Oceania,Australia,Australia,Langwarrin
880,4,16,115,5596,Australia & Oceania,Oceania,New Zealand,Palmerston North
882,5,19,141,6484,Europe,Northern Europe,Denmark,Roskilde
885,3,14,101,3297,Asia,South East Asia,Indonesia,Yogyakarta Region
886,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
888,5,19,142,6512,Europe,Northern Europe,Finland,Helsinki
891,3,13,93,2730,Asia,South Asia,India,Goa
894,3,13,95,2938,Asia,South Asia,Nepal,Kathmandu
898,2,8,51,2012,America,Northern America,United States,Tucson
905,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
907,3,14,106,3551,Asia,South East Asia,Singapore,Singapore
908,5,21,159,7474,Europe,Western Europe,France,Moret-sur-Loing
918,3,14,100,2999,Asia,South East Asia,East Timor,Dili
919,2,8,51,676,America,Northern America,United States,Appleton
920,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
922,4,15,109,4506,Australia & Oceania,Australia,Australia,Kingsford
927,4,16,115,5488,Australia & Oceania,Oceania,New Zealand,Auckland Central
930,3,11,69,2282,Asia,East Asia,China,Hong Kong
933,3,12,84,2550,Asia,Middle East,Oman,Muscat
940,2,8,51,2062,America,Northern America,United States,Washington
941,3,11,71,2344,Asia,East Asia,Japan,Hokuriku
942,5,21,163,426,Europe,Western Europe,United Kingdom,London
945,5,21,158,7214,Europe,Western Europe,Belgium,Brussels
950,2,8,48,554,America,Northern America,Canada,Vancouver
954,3,14,101,3098,Asia,South East Asia,Indonesia,Jakarta
956,4,16,115,5506,Australia & Oceania,Oceania,New Zealand,Christchurch
960,1,4,22,202,Africa,Southern Africa,South Africa,Umdloti
961,4,15,109,5021,Australia & Oceania,Australia,Australia,Redcliffe
962,4,15,109,4816,Australia & Oceania,Australia,Australia,Nerang
966,3,14,100,2999,Asia,South East Asia,East Timor,Dili
970,4,15,109,5433,Australia & Oceania,Australia,Australia,Wyong
974,4,15,109,5081,Australia & Oceania,Australia,Australia,Sawtell
978,4,15,109,3973,Australia & Oceania,Australia,Australia,Cairns
979,3,14,103,238,Asia,South East Asia,Malaysia,George Town
980,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
981,5,19,144,6583,Europe,Northern Europe,Norway,Haugesund
989,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
990,4,15,109,3687,Australia & Oceania,Australia,Australia,Adelaide
993,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
995,4,15,109,4196,Australia & Oceania,Australia,Australia,Eaton
999,4,15,109,26,Australia & Oceania,Australia,Australia,Victoria
1000,4,15,109,5180,Australia & Oceania,Australia,Australia,Surfers Paradise
1002,5,21,163,426,Europe,Western Europe,United Kingdom,London
1009,2,8,48,335,America,Northern America,Canada,Calgary
1011,3,13,93,2730,Asia,South Asia,India,Goa
1018,2,8,48,462,America,Northern America,Canada,Oakville
1030,3,14,101,3013,Asia,South East Asia,Indonesia,Bali
1033,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
1035,5,17,125,5954,Europe,Central Europe,Germany,Munich
1037,5,21,163,8048,Europe,Western Europe,United Kingdom,Bournemouth
1041,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney
1044,5,21,160,7595,Europe,Western Europe,Ireland,Dundalk
1048,4,15,109,3687,Australia & Oceania,Australia,Australia,Adelaide
1059,2,8,48,554,America,Northern America,Canada,Vancouver
1060,2,8,51,1798,America,Northern America,United States,Salt Lake City
1061,5,21,159,7494,Europe,Western Europe,France,Paris
1062,5,17,130,6117,Europe,Central Europe,Poland,Warsaw
1064,5,17,135,6318,Europe,Central Europe,Switzerland,Waedenswil
1065,4,15,109,5399,Australia & Oceania,Australia,Australia,Wollongong
1068,2,8,48,338,America,Northern America,Canada,Campbell River
1074,5,21,163,8281,Europe,Western Europe,United Kingdom,Fareham
1079,4,15,109,4836,Australia & Oceania,Australia,Australia,Noosa
1083,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney
1086,5,21,162,7875,Europe,Western Europe,Netherlands,Vlaardingen
1088,5,21,163,8221,Europe,Western Europe,United Kingdom,Doncaster
1089,4,15,109,3724,Australia & Oceania,Australia,Australia,Armadale
1094,2,8,48,339,America,Northern America,Canada,Canada
1095,5,21,159,7494,Europe,Western Europe,France,Paris
1097,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney
1099,4,15,109,5368,Australia & Oceania,Australia,Australia,Western Australia
1101,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
1102,3,14,106,3551,Asia,South East Asia,Singapore,Singapore
1103,4,15,109,3750,Australia & Oceania,Australia,Australia,Australia
1105,4,16,115,5651,Australia & Oceania,Oceania,New Zealand,Tokoroa
1107,4,15,109,4019,Australia & Oceania,Australia,Australia,central coast
1114,2,8,50,611,America,Northern America,Mexico,Mexico City
1115,5,17,121,2043,Europe,Central Europe,Austria,Vienna
1116,3,12,82,2544,Asia,Middle East,Lebanon,Beirut
1117,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
1119,5,20,157,7112,Europe,Southern Europe,Spain,Madrid
1122,4,15,109,4623,Australia & Oceania,Australia,Australia,Manly Vale
1124,4,16,115,5488,Australia & Oceania,Oceania,New Zealand,Auckland Central
1127,5,20,150,692,Europe,Southern Europe,Greece,Athens
1132,2,8,51,819,America,Northern America,United States,Carlsbad
1137,4,15,109,4756,Australia & Oceania,Australia,Australia,Mount Gambier
1148,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
1150,2,8,51,1806,America,Northern America,United States,San Francisco
1151,3,14,101,3225,Asia,South East Asia,Indonesia,Sanur
1152,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
1157,4,15,109,3969,Australia & Oceania,Australia,Australia,Byron Bay
1161,3,13,93,2682,Asia,South Asia,India,Bangalore
1163,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
1169,5,17,133,6163,Europe,Central Europe,Slovakia,Bratislava
1170,5,21,163,1396,Europe,Western Europe,United Kingdom,Manchester
1171,5,17,125,5954,Europe,Central Europe,Germany,Munich
1175,2,8,51,1159,America,Northern America,United States,Hattiesburg
1180,4,15,109,3986,Australia & Oceania,Australia,Australia,Canowindra
1188,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney
1190,3,12,86,2564,Asia,Middle East,Qatar,Doha
1196,4,15,109,3915,Australia & Oceania,Australia,Australia,Brisbane
1202,3,13,97,2956,Asia,South Asia,Sri Lanka,Colombo
1205,5,19,144,6609,Europe,Northern Europe,Norway,Oslo
1206,3,13,93,2819,Asia,South Asia,India,Mumbai
1208,2,8,51,1376,America,Northern America,United States,Los Angeles
1210,5,21,159,7466,Europe,Western Europe,France,Mery sur Oise
1212,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney
1214,5,17,135,6245,Europe,Central Europe,Switzerland,Gersau
1215,3,12,88,2604,Asia,Middle East,Turkey,Istanbul
1216,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
1218,5,20,155,7009,Europe,Southern Europe,Portugal,Lisbon
1219,5,20,150,6759,Europe,Southern Europe,Greece,Greece
1221,4,15,109,161,Australia & Oceania,Australia,Australia,Newcastle
1222,5,20,150,6786,Europe,Southern Europe,Greece,Thessaloniki
1226,3,14,106,3551,Asia,South East Asia,Singapore,Singapore
1228,3,12,89,2623,Asia,Middle East,United Arab Emirates,Dubai
1231,4,15,109,4376,Australia & Oceania,Australia,Australia,Heidelberg
1232,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
1237,3,14,101,3140,Asia,South East Asia,Indonesia,Kuta
1240,3,14,103,3354,Asia,South East Asia,Malaysia,Kuala Lumpur
1244,3,14,105,3474,Asia,South East Asia,Philippines,Luzon
1245,3,11,69,2282,Asia,East Asia,China,Hong Kong
1249,4,16,115,5598,Australia & Oceania,Oceania,New Zealand,Papamoa
1252,4,15,109,5024,Australia & Oceania,Australia,Australia,Redland City
1255,5,21,163,8227,Europe,Western Europe,United Kingdom,Downham Market
1257,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
1258,5,21,158,7214,Europe,Western Europe,Belgium,Brussels
1265,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
1269,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney
1271,4,15,109,4065,Australia & Oceania,Australia,Australia,Cobden
1274,4,15,109,5066,Australia & Oceania,Australia,Australia,Rye
